observ;barrio;calle;altura;institu1;institu3;distanci;edpub;estserv;banco;totrob;mes
698;V. Crespo;Aguirre;a0-100;0;0;4;0;0;0;0;7
534;V. Crespo;Julian Alvarez;a400;0;0;3;0;0;0;0;7
687;V. Crespo;Velasco;a0-100;0;0;4;0;0;0;0;7
701;V. Crespo;Aguirre;a300;0;0;2;0;0;0;0;7
688;V. Crespo;Velasco;a100;0;0;4;0;0;0;0;7
689;V. Crespo;Velasco;a200;0;0;3;0;0;0;0;7
546;V. Crespo;Frias;a400;0;0;4;0;0;0;0;7
699;V. Crespo;Aguirre;a100;0;0;3;0;0;0;0;7
700;V. Crespo;Aguirre;a200;0;0;2;0;0;0;0;7
748;Once;Boulogne Sur Mer;a800;0;1;1;0;0;0;0;7
863;Once;Viamonte;a2900;0;1;1;0;0;0;0;7
749;Once;Boulogne Sur Mer;a900;1;1;0;0;0;0;0;7
865;Once;San Luis;a2500;0;1;1;0;0;0;0;7
732;Once;Jean Jaures;a900;0;0;2;0;0;0;0;7
875;Once;Cordoba;a2650-2700;0;1;1;0;0;0;0;7
773;Once;Paso;a750-800;1;1;0;0;0;0;0;7
758;Once;Pueyrredon;a800;0;0;2;1;0;0;0;7
741;Once;Ecuador;a900;1;1;0;0;1;0;0;7
860;Once;Viamonte;a2600;0;0;2;0;0;0;0;7
771;Once;Paso;a600;0;0;2;0;0;1;0;7
867;Once;San Luis;a2700;0;1;1;0;0;0;0;7
876;Once;Cordoba;a2700;0;1;1;0;0;0;0;7
862;Once;Viamonte;a2800;0;0;2;0;0;0;0;7
873;Once;Cordoba;a2550-2600;0;1;1;0;0;1;0;7
869;Once;San Luis;a2900;0;1;1;0;0;0;0;7
861;Once;Viamonte;a2700;0;0;2;0;0;0;0;7
868;Once;San Luis;a2800;0;1;1;0;0;0;0;7
739;Once;Ecuador;a700;0;1;1;0;0;0;0;7
747;Once;Boulogne Sur Mer;a700;0;1;1;0;0;0;0;7
859;Once;Viamonte;a2500;0;0;2;0;0;0;0;7
866;Once;San Luis;a2600;0;1;1;0;0;0;0;7
872;Once;Cordoba;a2500-2550;0;1;1;0;0;0;0;7
740;Once;Ecuador;a800;0;1;1;0;0;0;0;7
772;Once;Paso;a700-750;0;1;1;0;0;0;0;7
759;Once;Pueyrredon;a900;0;0;2;0;0;0;0;7
757;Once;Pueyrredon;a700;0;1;1;0;0;0;0;7
731;Once;Jean Jaures;a800;0;1;1;0;1;0;0;7
874;Once;Cordoba;a2600-2650;0;1;1;0;0;0;0;7
756;Once;Pueyrredon;a600;1;1;0;0;0;1;0;7
728;Once;Jean Jaures;a500;0;0;2;0;0;0;0;7
845;Once;Lavalle;a2500;0;1;1;0;0;0;0;7
769;Once;Paso;a400;1;1;0;0;0;0;0;7
847;Once;Lavalle;a2700;0;1;1;0;0;0;0;7
729;Once;Jean Jaures;a600;0;1;1;0;0;0;0;7
846;Once;Lavalle;a2600;0;1;1;1;0;0;0;7
848;Once;Lavalle;a2800;0;1;1;0;0;0;0;7
745;Once;Boulogne Sur Mer;a500;0;1;1;0;0;0;1;7
746;Once;Boulogne Sur Mer;a600;1;1;0;0;0;0;0;7
737;Once;Ecuador;a500;1;1;0;0;0;0;0;7
770;Once;Paso;a500;0;1;1;0;0;0;0;7
849;Once;Lavalle;a2900;0;1;1;0;0;0;0;7
755;Once;Pueyrredon;a500;0;1;1;1;0;1;0;7
738;Once;Ecuador;a600;1;1;0;0;0;0;0;7
730;Once;Jean Jaures;a700;1;1;0;0;0;0;0;7
852;Once;Tucuman;a2500;0;0;2;0;0;0;0;7
856;Once;Tucuman;a2900;0;1;1;0;0;0;0;7
855;Once;Tucuman;a2800;0;1;1;0;0;0;0;7
854;Once;Tucuman;a2700;0;1;1;0;0;0;0;7
853;Once;Tucuman;a2600;0;1;1;0;0;0;0;7
548;V. Crespo;Angel Gallardo;a50-100;0;0;4;0;0;0;0;7
545;V. Crespo;Frias;a300;0;0;3;0;0;0;0;7
538;V. Crespo;Lavalleja;a200;0;1;1;0;0;0;0;7
549;V. Crespo;Angel Gallardo;a100;0;0;3;0;0;0;0;7
677;V. Crespo;Vera;a100;0;0;2;0;0;0;0;7
664;V. Crespo;Corrientes;a4700;0;0;4;0;0;0;0;7
539;V. Crespo;Lavalleja;a300;0;0;2;0;0;0;0;7
544;V. Crespo;Frias;a200;0;0;2;0;0;0;0;7
547;V. Crespo;Angel Gallardo;a0-50;0;0;5;0;0;1;0;7
709;V. Crespo;Luis Maria Drago;a0-100;0;0;2;0;0;0;1;7
550;V. Crespo;Angel Gallardo;a200;0;0;3;0;0;0;0;7
533;V. Crespo;Julian Alvarez;a300;0;0;2;0;0;0;0;7
666;V. Crespo;Corrientes;a4900;0;0;3;0;0;0;0;7
710;V. Crespo;Luis Maria Drago;a100;0;1;1;0;0;0;0;7
667;V. Crespo;Corrientes;a5000;0;0;3;0;0;1;0;7
665;V. Crespo;Corrientes;a4800;0;0;3;0;0;0;0;7
676;V. Crespo;Vera;a0-100;0;0;3;0;0;0;0;7
678;V. Crespo;Vera;a200;0;0;2;0;0;0;0;7
690;V. Crespo;Velasco;a300;0;0;3;0;0;0;0;7
804;Once;Rivadavia;a2800;0;0;4;0;0;1;0;7
805;Once;Rivadavia;a2900;0;0;5;0;0;0;0;7
834;Once;Valentin Gomez;a3000;0;1;1;0;0;1;0;7
726;Once;Jean Jaures;a300;0;0;2;0;0;0;0;7
827;Once;Sarmiento;a2800;0;0;2;0;0;0;0;7
833;Once;Valentin Gomez;a2900;1;1;0;0;0;0;0;7
724;Once;Jean Jaures;a0-100;0;0;3;0;0;0;0;7
742;Once;Boulogne Sur Mer;a200;0;1;1;0;0;0;0;7
734;Once;Ecuador;a200;0;1;1;0;0;0;0;7
821;Once;Tte. Gral. Peron;a3000;0;1;1;0;0;0;0;7
819;Once;Tte. Gral. Peron;a2800;0;1;1;0;0;0;0;7
744;Once;Boulogne Sur Mer;a400;0;1;1;0;0;0;0;7
813;Once;Bartolome Mitre;a3000;0;0;3;0;0;0;0;7
725;Once;Jean Jaures;a200;0;0;2;0;0;0;0;7
727;Once;Jean Jaures;a400;0;0;2;1;1;0;0;7
820;Once;Tte. Gral. Peron;a2900;1;1;0;1;0;0;0;7
743;Once;Boulogne Sur Mer;a300;0;1;1;0;0;0;0;7
812;Once;Bartolome Mitre;a2800/2900;0;0;3;0;0;0;0;7
828;Once;Sarmiento;a2900;0;0;2;0;0;0;0;7
806;Once;Rivadavia;a3000;0;0;4;0;1;0;0;7
736;Once;Ecuador;a400;0;1;1;0;0;0;0;7
733;Once;Ecuador;a0-100;0;0;4;0;0;0;0;7
829;Once;Sarmiento;a3000;0;0;2;0;0;0;0;7
832;Once;Valentin Gomez;a2800;0;1;1;0;0;1;0;7
735;Once;Ecuador;a300;0;1;1;0;0;1;0;7
841;Once;Corrientes;a2900;0;1;1;0;0;0;0;7
840;Once;Corrientes;a2800;0;0;2;0;0;0;0;7
842;Once;Corrientes;a3000;0;1;1;0;0;0;0;7
762;Once;Castelli;a200;0;0;3;0;0;0;0;7
764;Once;Castelli;a400;0;0;2;0;0;0;0;7
765;Once;Paso;a0-100;0;0;3;0;0;0;0;7
830;Once;Valentin Gomez;a2600;0;0;2;0;0;0;0;7
810;Once;Bartolome Mitre;a2600;0;0;3;0;0;0;0;7
802;Once;Rivadavia;a2600;0;0;4;0;0;1;0;7
818;Once;Tte. Gral. Peron;a2700;0;0;2;0;0;0;0;7
824;Once;Sarmiento;a2500;0;0;2;0;0;1;0;7
826;Once;Sarmiento;a2700;0;0;3;0;0;0;0;7
766;Once;Paso;a100;0;0;2;0;0;0;0;7
816;Once;Tte. Gral. Peron;a2500;0;1;1;0;0;0;0;7
831;Once;Valentin Gomez;a2700;0;0;2;0;0;0;0;7
761;Once;Castelli;a100;0;0;3;0;0;0;0;7
763;Once;Castelli;a300;0;0;3;0;0;0;0;7
767;Once;Paso;a200;0;0;2;0;0;0;0;7
760;Once;Castelli;a0-100;0;0;4;0;0;0;0;7
809;Once;Bartolome Mitre;a2500;0;0;2;0;0;0;0;7
825;Once;Sarmiento;a2600;0;0;3;0;0;1;0;7
817;Once;Tte. Gral. Peron;a2600;0;0;2;0;0;0;0;7
811;Once;Bartolome Mitre;a2700;0;0;3;0;0;0;0;7
801;Once;Rivadavia;a2500;0;0;3;0;0;1;0;7
768;Once;Paso;a300;0;1;1;0;0;0;0;7
803;Once;Rivadavia;a2700;0;0;4;0;0;0;0;7
837;Once;Corrientes;a2500;0;1;1;1;0;1;0;7
839;Once;Corrientes;a2700;0;0;2;0;0;0;0;7
838;Once;Corrientes;a2600;0;1;1;0;0;1;0;7
754;Once;Pueyrredon;a400;0;0;2;0;0;0;0;7
753;Once;Pueyrredon;a300;0;0;2;0;0;1;0;7
751;Once;Pueyrredon;a100;0;0;2;0;0;0;0;7
752;Once;Pueyrredon;a200;0;0;2;0;0;1;0;7
750;Once;Pueyrredon;a0-100;0;0;3;0;0;0;0;7
522;V. Crespo;Araoz;a300;0;0;3;0;0;0;0;7
524;V. Crespo;Araoz;a500;0;0;3;0;0;0;0;7
523;V. Crespo;Araoz;a400;0;0;4;0;0;0;0;7
566;V. Crespo;Antezana;a400;0;0;3;0;0;0;0;7
576;V. Crespo;Luis Viale;a400;0;0;5;0;0;0;0;7
593;V. Crespo;Honorio Pueyrredo;a1500;0;0;5;0;0;0;0;7
571;V. Crespo;Apolinario Figuer;a400;0;0;4;0;0;0;0;7
580;V. Crespo;Galicia;a400;0;0;5;0;0;0;0;7
590;V. Crespo;Honorio Pueyrredo;a1200;0;0;4;0;0;0;0;7
558;V. Crespo;Angel Gallardo;a1000;0;0;5;0;0;0;0;7
592;V. Crespo;Honorio Pueyrredo;a1400;0;0;6;0;0;0;0;7
561;V. Crespo;Ferrari;a400;0;0;3;0;0;0;0;7
591;V. Crespo;Honorio Pueyrredo;a1300;0;0;5;0;0;0;0;7
594;V. Crespo;Honorio Pueyrredo;a1600;0;0;5;0;0;0;0;7
588;V. Crespo;R. E. de San Mart;a400;0;0;4;0;0;0;0;7
597;V. Crespo;Valentin Virasoro;a1100;0;0;4;0;0;0;0;7
474;V. Crespo;J. B. Justo;a3200;0;0;4;0;0;0;0;7
596;V. Crespo;Honorio Pueyrredo;a1800;0;0;6;0;0;1;0;7
589;V. Crespo;Honorio Pueyrredo;a1100;0;0;4;0;0;0;0;7
583;V. Crespo;Tres Arroyos;a400;0;0;4;0;0;0;0;7
595;V. Crespo;Honorio Pueyrredo;a1700;0;0;5;0;0;0;0;7
586;V. Crespo;Belaustegui;a400;0;0;4;0;0;0;0;7
602;V. Crespo;Valentin Virasoro;a1600;0;0;4;0;0;0;0;7
604;V. Crespo;Valentin Virasoro;a1800;0;0;4;0;0;0;0;7
603;V. Crespo;Valentin Virasoro;a1700;0;0;4;0;0;0;0;7
605;V. Crespo;Valentin Virasoro;a1900;0;0;4;0;0;0;0;7
600;V. Crespo;Valentin Virasoro;a1400;0;0;4;0;0;0;0;7
598;V. Crespo;Valentin Virasoro;a1200;0;0;3;0;0;0;0;7
601;V. Crespo;Valentin Virasoro;a1500;0;0;5;0;0;0;0;7
599;V. Crespo;Valentin Virasoro;a1300;0;0;3;0;1;0;0;7
649;V. Crespo;Padilla;a700;0;1;1;0;0;0;0;7
528;V. Crespo;Mahatma Gandhi;a400;0;0;2;0;0;0;0;7
643;V. Crespo;Murillo;a1000;0;0;2;0;0;0;0;7
642;V. Crespo;Murillo;a900;0;0;2;0;0;0;0;7
641;V. Crespo;Murillo;a800;0;0;2;0;0;0;0;7
585;V. Crespo;Belaustegui;a300;0;0;3;0;0;0;0;7
468;V. Crespo;J. B. Justo;a2600;0;0;3;0;0;0;0;7
619;V. Crespo;Hidalgo;a1600;0;0;3;0;0;0;0;7
475;V. Crespo;Thames;a0-100;0;0;2;0;0;0;0;7
486;V. Crespo;Serrano;a300;1;1;0;0;0;0;0;7
527;V. Crespo;Mahatma Gandhi;a300;0;0;2;0;0;0;0;7
526;V. Crespo;Mahatma Gandhi;a200;0;0;3;0;0;0;0;7
662;V. Crespo;Camargo;a900;0;1;1;0;0;0;0;7
478;V. Crespo;Thames;a300;0;1;1;0;0;0;0;7
494;V. Crespo;Gurruchaga;a300;1;1;0;0;0;0;0;7
493;V. Crespo;Gurruchaga;a200;0;1;1;0;0;0;0;7
487;V. Crespo;Serrano;a400;0;1;1;0;0;0;0;7
485;V. Crespo;Serrano;a200;0;1;1;0;0;0;0;7
584;V. Crespo;Belaustegui;a200;0;0;2;0;0;0;0;7
663;V. Crespo;Camargo;a1000;0;0;2;0;1;0;0;7
633;V. Crespo;Martinez Rosas;a1000;0;0;2;0;0;0;0;7
612;V. Crespo;Olaya;a1700;0;0;3;0;0;0;0;7
635;V. Crespo;Munecas;a800;0;1;1;0;0;0;0;7
483;V. Crespo;Serrano;a0-100;1;1;0;0;0;0;0;7
650;V. Crespo;Padilla;a800;0;1;1;0;0;0;0;7
470;V. Crespo;J. B. Justo;a2800;0;0;2;0;0;0;0;7
484;V. Crespo;Serrano;a100;0;1;1;0;0;0;0;7
530;V. Crespo;Mahatma Gandhi;a600;0;0;3;0;0;0;0;7
472;V. Crespo;J. B. Justo;a3000;0;0;3;0;0;0;0;7
476;V. Crespo;Thames;a100;0;0;2;0;0;0;0;7
652;V. Crespo;Padilla;a1000;0;1;1;0;1;0;0;7
491;V. Crespo;Gurruchaga;a0-100;0;0;2;0;0;0;0;7
495;V. Crespo;Gurruchaga;a400;0;1;1;0;0;0;0;7
469;V. Crespo;J. B. Justo;a2700;0;0;2;0;0;0;0;7
636;V. Crespo;Munecas;a900;0;1;1;0;0;0;0;7
723;V. Crespo;Warnes;a900;0;0;2;0;0;1;0;7
479;V. Crespo;Thames;a400;0;0;2;0;1;0;0;7
651;V. Crespo;Padilla;a900;1;1;0;0;0;0;0;7
634;V. Crespo;Munecas;a700;0;0;2;0;0;0;0;7
720;V. Crespo;Warnes;a600;0;0;2;0;0;0;0;7
627;V. Crespo;Acoyte;a1600;0;0;2;0;0;0;0;7
722;V. Crespo;Warnes;a800;0;1;1;0;0;0;0;7
473;V. Crespo;J. B. Justo;a3100;0;0;3;0;0;0;0;7
477;V. Crespo;Thames;a200;0;1;1;0;0;0;0;7
637;V. Crespo;Munecas;a1000;0;0;2;0;1;0;0;7
721;V. Crespo;Warnes;a700;0;1;1;0;0;0;0;7
529;V. Crespo;Mahatma Gandhi;a500;0;0;2;0;0;0;0;7
587;V. Crespo;R. E. de San Mart;a300;0;0;3;0;0;0;0;7
620;V. Crespo;Hidalgo;a1700;0;0;2;0;0;0;0;7
581;V. Crespo;Tres Arroyos;a100-300;0;0;2;0;0;0;0;7
492;V. Crespo;Gurruchaga;a100;0;0;2;0;0;0;0;7
471;V. Crespo;J. B. Justo;a2900;0;0;3;0;0;0;0;7
660;V. Crespo;Camargo;a700;0;1;1;0;0;0;0;7
640;V. Crespo;Murillo;a700;0;1;1;0;0;0;0;7
611;V. Crespo;Olaya;a1600;0;0;3;0;0;0;0;7
632;V. Crespo;Martinez Rosas;a900;0;1;1;0;0;0;0;7
613;V. Crespo;Olaya;a1800;0;0;3;0;0;0;0;7
582;V. Crespo;Tres Arroyos;a300;0;0;3;0;0;0;0;7
661;V. Crespo;Camargo;a800;1;1;0;0;0;0;0;7
499;V. Crespo;Acevedo;a0-100;0;1;1;0;0;0;1;7
577;V. Crespo;Galicia;a100;0;0;2;0;0;0;0;7
579;V. Crespo;Galicia;a300;0;0;4;0;0;0;0;7
502;V. Crespo;Acevedo;a300;0;1;1;0;0;0;0;7
578;V. Crespo;Galicia;a200;0;0;3;0;0;0;0;7
501;V. Crespo;Acevedo;a200;1;1;0;0;0;0;0;7
500;V. Crespo;Acevedo;a100;0;1;1;0;0;0;0;7
568;V. Crespo;Apolinario Figuer;a100;0;0;2;0;0;0;0;7
563;V. Crespo;Antezana;a100;1;1;0;0;0;0;0;7
559;V. Crespo;Ferrari;a200;0;0;2;0;0;0;0;7
531;V. Crespo;Mahatma Gandhi;a700;0;0;4;0;0;0;0;7
514;V. Crespo;R. S. Ortiz;a100;0;0;2;0;0;0;0;7
507;V. Crespo;Malabia;a100;0;1;1;0;0;0;0;7
556;V. Crespo;Angel Gallardo;a800;0;0;4;0;0;1;0;7
621;V. Crespo;Del Parque;a1200;0;0;2;0;0;0;0;7
552;V. Crespo;Angel Gallardo;a400;0;0;3;0;0;0;0;7
508;V. Crespo;Malabia;a200;1;1;0;0;0;0;0;7
543;V. Crespo;Frias;a100;0;0;2;0;0;0;0;7
618;V. Crespo;Hidalgo;a1500;0;0;2;0;0;0;0;7
629;V. Crespo;Leopoldo Marechal;a1200;0;0;3;0;0;0;0;7
647;V. Crespo;Padilla;a500;0;1;1;0;0;0;0;7
623;V. Crespo;Acoyte;a1200;0;0;2;0;0;0;0;7
506;V. Crespo;Malabia;a0-100;0;1;1;0;0;0;0;7
537;V. Crespo;Lavalleja;a100;1;1;0;0;0;0;0;7
515;V. Crespo;R. S. Ortiz;a200;0;0;2;0;0;1;0;7
625;V. Crespo;Acoyte;a1400;0;1;1;0;0;0;0;7
714;V. Crespo;Warnes;a0-100;0;0;2;0;0;0;0;7
551;V. Crespo;Angel Gallardo;a300;0;0;3;0;0;0;0;7
655;V. Crespo;Camargo;a200;0;1;1;0;0;0;0;7
624;V. Crespo;Acoyte;a1300;0;1;1;0;0;0;0;7
616;V. Crespo;Hidalgo;a1300;0;1;1;0;0;0;0;7
572;V. Crespo;Luis Viale;a0-100;0;0;2;0;0;0;0;7
519;V. Crespo;Araoz;a0-100;0;0;2;0;0;0;0;7
631;V. Crespo;Bravard;a1100;0;0;2;0;0;0;0;7
560;V. Crespo;Ferrari;a300;0;0;3;0;0;0;0;7
638;V. Crespo;Murillo;a500;0;1;1;0;0;0;0;7
567;V. Crespo;Apolinario Figuer;a0-100;0;0;2;0;0;0;0;7
607;V. Crespo;Olaya;a1200;0;0;2;0;0;0;0;7
509;V. Crespo;Malabia;a300;0;1;1;0;0;0;0;7
562;V. Crespo;Antezana;a0-100;0;1;1;0;0;0;1;7
542;V. Crespo;Frias;a0-100;0;0;2;0;0;0;0;7
653;V. Crespo;Camargo;a0-100;0;0;2;0;0;0;0;7
513;V. Crespo;R. S. Ortiz;a0-100;0;0;2;0;0;0;0;7
573;V. Crespo;Luis Viale;a100;0;0;3;0;0;0;0;7
575;V. Crespo;Luis Viale;a300;0;0;4;0;0;0;0;7
622;V. Crespo;Acoyte;a1100;0;0;3;0;0;0;0;7
564;V. Crespo;Antezana;a200;0;1;1;0;0;0;0;7
646;V. Crespo;Padilla;a400;0;0;2;0;0;0;0;7
555;V. Crespo;Angel Gallardo;a700;0;0;4;0;0;1;0;7
716;V. Crespo;Warnes;a200;0;0;2;0;1;0;0;7
719;V. Crespo;Warnes;a500;0;0;2;0;0;0;0;7
520;V. Crespo;Araoz;a100;0;0;3;0;0;0;0;7
615;V. Crespo;Hidalgo;a1200;0;0;2;0;0;0;0;7
656;V. Crespo;Camargo;a300;0;0;2;0;0;0;1;7
521;V. Crespo;Araoz;a200;0;0;3;0;0;0;0;7
525;V. Crespo;Julian Alvarez;a100;0;0;2;0;0;0;0;7
569;V. Crespo;Apolinario Figuer;a200;0;0;2;0;0;0;0;7
570;V. Crespo;Apolinario Figuer;a300;0;0;3;0;0;0;0;7
628;V. Crespo;Leopoldo Marechal;a1100;0;0;3;0;0;0;0;7
657;V. Crespo;Camargo;a400;0;0;2;0;0;0;0;7
609;V. Crespo;Olaya;a1400;0;0;3;0;0;0;0;7
536;V. Crespo;Lavalleja;a0-100;0;1;1;0;0;0;0;7
715;V. Crespo;Warnes;a100;0;0;2;0;0;0;0;7
553;V. Crespo;Angel Gallardo;a500;0;0;3;1;0;0;0;7
554;V. Crespo;Angel Gallardo;a600;0;0;4;0;1;0;0;7
658;V. Crespo;Camargo;a500;0;1;1;0;0;1;0;7
654;V. Crespo;Camargo;a100;0;1;1;0;0;0;0;7
557;V. Crespo;Angel Gallardo;a900;0;0;4;0;1;0;0;7
565;V. Crespo;Antezana;a300;0;0;2;0;0;0;0;7
630;V. Crespo;Leopoldo Marechal;a1300;0;0;2;0;0;0;0;7
574;V. Crespo;Luis Viale;a200;0;0;3;0;0;0;0;7
617;V. Crespo;Hidalgo;a1400;0;1;1;0;0;0;0;7
606;V. Crespo;Olaya;a1100;0;0;3;0;0;0;0;7
608;V. Crespo;Olaya;a1300;0;0;2;0;0;0;1;7
610;V. Crespo;Olaya;a1500;0;0;4;0;0;0;0;7
645;V. Crespo;Padilla;a300;0;0;3;0;0;0;0;7
659;V. Crespo;Camargo;a600;0;1;1;1;0;0;0;7
532;V. Crespo;Julian Alvarez;a200;0;0;2;0;0;0;0;7
644;V. Crespo;Padilla;a200;0;0;2;0;0;0;0;7
614;V. Crespo;Hidalgo;a1100;0;0;3;0;0;0;0;7
648;V. Crespo;Padilla;a600;0;1;1;0;0;0;0;7
717;V. Crespo;Warnes;a300;0;0;2;0;0;0;0;7
639;V. Crespo;Murillo;a600;1;1;0;0;0;0;0;7
718;V. Crespo;Warnes;a400;0;0;2;0;0;0;0;7
626;V. Crespo;Acoyte;a1500;0;0;2;0;0;0;0;7
672;V. Crespo;Corrientes;a5500;0;0;2;0;0;1;0;7
671;V. Crespo;Corrientes;a5400;0;0;2;0;0;1;0;7
674;V. Crespo;Corrientes;a5700;0;0;3;0;0;0;0;7
673;V. Crespo;Corrientes;a5600;0;0;2;1;0;0;0;7
670;V. Crespo;Corrientes;a5300;0;0;2;1;0;1;0;7
713;V. Crespo;Luis Maria Drago;a400;0;0;3;0;0;0;0;7
668;V. Crespo;Corrientes;a5100;0;0;3;0;0;1;0;7
711;V. Crespo;Luis Maria Drago;a200;0;1;1;0;0;0;0;7
669;V. Crespo;Corrientes;a5200;0;0;2;0;0;1;0;7
712;V. Crespo;Luis Maria Drago;a300;0;0;2;0;0;0;0;7
155;Belgrano;Virrey Olaguer y;a2400;0;0;7;0;0;0;0;7
291;Belgrano;Amenabar;a1400;0;0;8;0;0;0;0;7
290;Belgrano;Amenabar;a1300;0;0;9;0;0;0;0;7
157;Belgrano;Virrey Olaguer y;a2600;0;0;8;0;0;0;0;7
153;Belgrano;Virrey Aviles;a2700;0;0;6;0;0;0;0;7
292;Belgrano;Amenabar;a1500;0;0;7;0;0;0;1;7
267;Belgrano;Moldes;a1200;0;0;9;0;0;0;0;7
246;Belgrano;Vidal;a1400;0;0;6;0;0;0;0;7
313;Belgrano;Ciudad de la Paz;a1400;0;0;7;0;0;0;1;7
247;Belgrano;Vidal;a1500;0;0;5;0;0;0;0;7
225;Belgrano;Cramer;a700;0;0;9;0;0;0;0;7
162;Belgrano;Virrey Arredondo;a2500;0;0;8;0;0;0;0;7
233;Belgrano;Cramer;a1600-1650;0;0;5;0;1;0;0;7
314;Belgrano;Ciudad de la Paz;a1500;0;0;7;0;0;0;0;7
230;Belgrano;Cramer;a1300;0;0;8;0;0;0;0;7
174;Belgrano;Virrey Loreto;a2600;0;0;9;0;0;0;0;7
268;Belgrano;Moldes;a1300;0;0;8;0;0;0;0;7
158;Belgrano;Virrey Olaguer y;a2700;0;0;7;0;0;0;0;7
288;Belgrano;Amenabar;a1100;0;0;9;0;0;0;0;7
289;Belgrano;Amenabar;a1200;0;0;9;0;0;0;0;7
232;Belgrano;Cramer;a1500;0;0;6;0;0;0;0;7
161;Belgrano;Virrey Arredondo;a2400;0;0;7;0;0;0;0;7
311;Belgrano;Ciudad de la Paz;a1200;0;0;8;0;0;0;0;7
270;Belgrano;Moldes;a1500;0;0;6;0;0;1;0;7
266;Belgrano;Moldes;a1100;0;0;10;0;0;0;0;7
228;Belgrano;Cramer;a1000;0;0;11;0;0;0;0;7
163;Belgrano;Virrey Arredondo;a2600;0;0;9;0;0;0;0;7
173;Belgrano;Virrey Loreto;a2500;0;0;8;0;0;0;0;7
156;Belgrano;Virrey Olaguer y;a2500;0;0;8;0;0;0;0;7
231;Belgrano;Cramer;a1400;0;0;7;0;0;0;0;7
227;Belgrano;Cramer;a900;0;0;11;0;0;0;0;7
154;Belgrano;Virrey Aviles;a2800;0;0;6;0;0;0;0;7
312;Belgrano;Ciudad de la Paz;a1300;0;0;7;0;0;0;0;7
226;Belgrano;Cramer;a800;0;0;10;0;0;0;0;7
229;Belgrano;Cramer;a1200;0;0;9;0;0;0;0;7
269;Belgrano;Moldes;a1400;0;0;7;0;0;0;0;7
172;Belgrano;Virrey Loreto;a2400;0;0;7;0;0;0;0;7
265;Belgrano;Moldes;a1000;0;0;10;0;0;0;0;7
261;Belgrano;Moldes;a600;0;0;7;0;0;0;0;7
264;Belgrano;Moldes;a900;0;0;9;0;0;0;0;7
262;Belgrano;Moldes;a700;0;0;7;0;0;0;0;7
263;Belgrano;Moldes;a800;0;0;8;0;0;0;0;7
336;Belgrano;Cabildo;a1400;0;0;6;0;1;0;0;7
337;Belgrano;Cabildo;a1500;0;0;6;0;0;0;0;7
335;Belgrano;Cabildo;a1300;0;0;7;0;0;0;0;7
334;Belgrano;Cabildo;a1200;0;0;7;0;0;0;0;7
284;Belgrano;Amenabar;a700;0;0;6;0;0;0;0;7
199;Belgrano;Aguilar;a2600;0;0;9;0;0;0;0;7
201;Belgrano;Palpa;a2400;0;0;7;0;0;0;0;7
224;Belgrano;Federico Lacroze;a2600;0;0;7;0;0;0;0;7
222;Belgrano;Federico Lacroze;a2400;0;0;5;0;0;0;0;7
287;Belgrano;Amenabar;a1000;0;0;8;0;0;0;0;7
202;Belgrano;Palpa;a2500;0;0;8;0;0;0;0;7
307;Belgrano;Ciudad de la Paz;a800;0;0;5;0;0;0;0;7
203;Belgrano;Palpa;a2600;0;0;9;0;0;0;0;7
213;Belgrano;Teodoro Garcia;a2600;0;0;6;0;0;0;0;7
186;Belgrano;Zabala;a2600;0;0;8;0;0;0;0;7
197;Belgrano;Aguilar;a2400;0;0;7;0;0;0;0;7
190;Belgrano;Cespedes;a2400;0;0;8;0;0;0;0;7
198;Belgrano;Aguilar;a2500;0;0;8;0;0;0;0;7
184;Belgrano;Zabala;a2400;0;0;6;0;0;0;0;7
309;Belgrano;Ciudad de la Paz;a1000;0;0;7;0;0;0;0;7
212;Belgrano;Teodoro Garcia;a2500;0;0;5;0;0;0;0;7
223;Belgrano;Federico Lacroze;a2500;0;0;6;0;0;1;0;7
285;Belgrano;Amenabar;a800;0;0;6;0;0;0;0;7
306;Belgrano;Ciudad de la Paz;a700;0;0;5;0;0;0;0;7
308;Belgrano;Ciudad de la Paz;a900;0;0;6;0;0;0;0;7
185;Belgrano;Zabala;a2500;0;0;7;0;0;0;0;7
192;Belgrano;Cespedes;as/nð (2600);0;0;10;0;0;0;0;7
211;Belgrano;Teodoro Garcia;a2400;0;0;4;0;0;0;0;7
286;Belgrano;Amenabar;a900;0;0;7;0;0;0;0;7
191;Belgrano;Cespedes;a2500;0;0;9;0;0;0;0;7
310;Belgrano;Ciudad de la Paz;a1100;0;0;8;0;0;0;0;7
333;Belgrano;Cabildo;a1100;0;0;6;0;0;1;0;7
330;Belgrano;Cabildo;a800;0;0;4;0;0;1;0;7
331;Belgrano;Cabildo;a900;0;0;4;1;0;1;0;7
332;Belgrano;Cabildo;a1000;0;0;5;0;0;1;0;7
410;Belgrano;3 de Febrero;a1200;0;0;3;0;0;0;0;7
200;Belgrano;Palpa;a2300;0;0;6;0;0;0;0;7
182;Belgrano;Zabala;a2200;0;0;4;0;0;0;0;7
210;Belgrano;Teodoro Garcia;a2300;0;0;3;0;0;0;0;7
160;Belgrano;Virrey Arredondo;a2300;0;0;6;0;0;0;0;7
167;Belgrano;Virrey Loreto;a1900;0;0;2;0;0;0;0;7
159;Belgrano;Virrey Arredondo;a2200;0;0;5;0;0;0;0;7
